date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2016-04-22,17.6,12.39,11.65,5.7,,,95,80.5,75.5,56,12.9,8.9,8.1,3.3,28,13.5,14,0,44,35,101.71,101.2,101.3,100.89,100.01,99.51,99.61,99.2,16100,10687.5,9050,2000,3.2,2.5,2.4,1.6,6.3,0,6.7,4.7,1.6,0.5,0,0,0,06:20:00,20:07:00,13.78,6.33,20.12,5,5,17,17,1,3,,4,3.4,2,0,,,,,,,,
2016-04-21,17.1,10.38,11.05,5,,,94,50.5,61,28,9.5,-0.5,0.4,-8.7,13,7.67,6.5,0,,,102.05,101.48,101.55,101.04,100.33,99.78,99.85,99.36,16100,15091.7,10450,4800,3.8,2.9,2.8,1.8,7,0,6,4,1.1,1.5,2.4,0,0,06:22:00,20:06:00,13.73,6.37,20.1,4,5,17,17,9,10,,4,2.8,2,0,,,,,,,,
2016-04-20,14.3,8.2,7.55,0.8,,,77,39.7,44.5,12,-0.8,-6.8,-8.1,-15.4,21,9.29,10.5,0,28,15,102.86,102.58,102.48,102.1,101.14,100.86,100.76,100.38,16100,16100,16100,16100,3,2.4,2.5,2,10.4,0,2.5,0.6,0,0,0,0,0,06:24:00,20:05:00,13.68,6.4,20.08,6,6,15,15,3,4,,0,0,0,0,,,,,,,,
2016-04-19,16.6,10.62,10.7,4.8,,,76,48.9,49.5,23,5.9,-0.7,0.6,-4.7,32,18.29,21.5,11,37,32,102.64,102.47,102.34,102.04,100.93,100.76,100.64,100.35,16100,16100,16100,16100,3.5,2.4,2.8,2.2,7.3,0,5.7,3.7,0.7,0,0,0,0,06:25:00,20:04:00,13.65,6.42,20.07,6,6,16,16,2,2,,4,0.8,2,0,,,,,,,,
2016-04-18,22.1,14.83,12.45,2.8,,,75,40.9,48.5,22,5.6,0.3,1.9,-1.8,32,15.71,16,0,43,34,102.75,102.4,102.37,101.98,101.04,100.7,100.67,100.29,16100,16100,16100,16100,4.5,3.6,3.3,2.1,5.5,0,7.5,5.5,2.5,0,0,0,0,06:27:00,20:02:00,13.58,6.45,20.03,6,6,24,24,3,4,,4,1,2,0,,,,,,,,
2016-04-17,19.8,11.14,10.05,0.3,,,81,43.8,49,17,0.3,-3.3,-3.1,-6.5,15,7.38,7.5,0,,,103.25,103.03,103,102.75,101.53,101.31,101.28,101.04,16100,16100,16100,16100,3,2.4,2.3,1.6,8,0,5,3,0.1,0,0,0,0,06:29:00,20:01:00,13.53,6.48,20.02,6,6,19,19,6,7,,0,0,0,0,,,,,,,,
2016-04-16,16.9,9.68,8.5,0.1,,,68,39.7,46,24,-1.8,-4.2,-3.8,-5.8,17,9.33,8.5,0,,,103.25,103.15,103.14,103.03,101.52,101.42,101.41,101.3,16100,16100,16100,16100,2.8,2.4,2.4,2,9.5,0,3.5,1.5,0,0,0,0,0,06:30:00,20:00:00,13.5,6.5,20,6,6,16,17,5,5,,0,0,0,0,,,,,,,,
2016-04-15,15.6,8.35,8.35,1.1,,-5,72,36.4,45.5,19,-2.6,-6.5,-5.8,-9,24,12.46,12,0,35,9,103.14,103.02,103.03,102.91,101.4,101.29,101.29,101.18,16100,16100,16100,16100,3.2,2.6,2.6,2.1,9.7,0,3.4,1.4,0,0,0,0,0,06:32:00,19:59:00,13.45,6.53,19.98,6,6,12,12,2,2,,0,0,0,0,,,,,,,,
2016-04-14,9.1,2.84,2,-5.1,,-9,87,54.2,57.5,28,-3.1,-6.8,-6,-9,18,10.71,11,4,28,15,103.21,103.04,103.06,102.91,101.46,101.29,101.31,101.17,16100,16100,16100,16100,3.5,2.5,2.6,1.8,16,0,0,0,0,0,0,0,0,06:34:00,19:58:00,13.4,6.57,19.97,5,5,9,9,0,0,,0,0,0,0,,,,,,,,
2016-04-13,5.5,0.62,0.2,-5.1,,-7,89,61.9,62.5,36,-3.4,-6.6,-6.7,-10,17,7.12,8.5,0,,,103.36,103.15,103.17,102.99,101.6,101.4,101.42,101.24,16100,16100,16100,16100,2.7,2.2,2.2,1.7,17.8,0,0,0,0,0,0,0,0,06:35:00,19:56:00,13.35,6.58,19.93,5,5,8,8,-4,-3,,4,1,2,0,,,,,,,,
2016-04-12,7.3,2.02,1.44,-4.4,,-6,87,65.6,67,47,0,-4.1,-4,-7.9,32,18.12,18,4,57,31,102.96,102.15,102.12,101.29,101.21,100.42,100.39,99.58,16100,16100,16100,16100,2.1,1.9,1.9,1.7,16.6,0,0,0,0,0,0,0,0,06:37:00,19:55:00,13.3,6.62,19.92,4,5,7,7,-7,-7,,4,1.5,2,0,,,,,,,,
2016-04-11,9.7,4.71,5.19,0.7,,,96,92.5,87,78,8,3.6,3.6,-0.8,32,14.58,18.5,5,46,34,101.52,100.98,101.16,100.8,99.79,99.27,99.44,99.1,16100,7679.2,8250,400,3.5,2.9,2.8,2,12.8,0,0.2,0,0,3.8,2.2,0,0,06:39:00,19:54:00,13.25,6.65,19.9,4,5,12,12,-2,-2,,4,3.9,3.5,3,,,,,,,,
2016-04-10,0.7,-3.39,-4.4,-9.5,,-12,94,69.7,69.5,45,-0.8,-8.4,-6.2,-11.7,18,11.12,9,0,33,13,102.71,102.38,102.17,101.64,100.95,100.62,100.42,99.9,16100,13766.7,9450,2800,3,2.3,2.4,1.8,22.4,0,0,0,0,4.3,8.8,0,0,06:40:00,19:53:00,13.22,6.67,19.88,3,3,0,0,-1,0,,4,2.3,2,0,,,,,,,,
2016-04-09,0.8,-3.29,-3.15,-7.1,,-15,65,48,47.5,30,-9.4,-13.3,-12.6,-15.8,34,24.17,23.5,13,52,33,102.41,101.59,101.67,100.92,100.65,99.84,99.92,99.2,16100,16100,16100,16100,2.4,2.2,2.2,2.1,21.1,0,0,0,0,0,0,0,0,06:42:00,19:52:00,13.17,6.7,19.87,4,4,0,0,-12,-11,,4,0.6,2,0,,,,,,,,
2016-04-08,2.9,-1.3,-0.8,-4.5,,-12,74,61,57.5,41,-5.9,-8.1,-8,-10,41,26.08,28,15,54,29,100.97,100.38,100.39,99.8,99.24,98.67,98.67,98.11,16100,15900,14500,12900,2.6,2.3,2.4,2.1,18.8,0,0,0,0,0,0,0,0,06:44:00,19:50:00,13.1,6.73,19.83,3,4,3,3,-9,-9,,4,3,2,0,,,,,,,,
2016-04-07,7.5,4.22,3.1,-1.3,,-6,92,77.9,77,62,4.3,0.6,-0.2,-4.8,28,19.92,19.5,11,48,27,99.87,99.52,99.52,99.17,98.17,97.83,97.83,97.49,16100,15633.3,12100,8100,2.8,2.4,2.4,2,14.9,0,0,0,0,1,0,0,0,06:46:00,19:49:00,13.05,6.77,19.82,3,3,6,7,-3,-3,,4,4,4,4,,,,,,,,
2016-04-06,4.4,0.06,0.5,-3.4,,-6,92,74.2,71,50,2.1,-4.2,-3.7,-9.5,30,14.58,15,0,48,11,102.71,101.41,101.33,99.96,100.95,99.68,99.61,98.26,16100,14520.8,8350,600,3.1,2.9,2.9,2.7,17.5,0,0,0,0,4.8,9.4,0,0,06:47:00,19:48:00,13.02,6.78,19.8,3,3,4,4,6,6,,4,3.6,2,0,,,,,,,,
2016-04-05,-0.2,-3.98,-5.09,-10,,-15,62,44.1,45,28,-9.9,-14.8,-14.2,-18.4,26,12.33,13,0,37,20,103.35,103,102.97,102.59,101.57,101.22,101.19,100.82,16100,16100,16100,16100,3,2.6,2.6,2.3,23.1,0,0,0,0,0,0,0,3,06:49:00,19:47:00,12.97,6.82,19.78,5,5,0,1,-6,-6,,3,0.1,1.5,0,,,,,,,,
2016-04-04,-1.2,-4.5,-4.09,-7,,-15,89,59,59.5,30,-7.1,-12,-11.8,-16.6,32,19.42,21.5,11,44,4,102.52,101.77,101.87,101.22,100.75,100.02,100.12,99.48,16100,14270.8,9050,2000,2.5,2.3,2.3,2.1,22.1,0,0,0,0,0.3,0,0,9,06:51:00,19:45:00,12.9,6.85,19.75,3,3,0,1,-12,-12,,4,2.3,2,0,,,,,,,,
2016-04-03,-1.3,-4.44,-4.35,-7.4,,-15,90,65.8,63.5,37,-6.3,-10.5,-11.7,-17.1,39,21.96,19.5,0,72,30,101.58,101.18,100.88,100.17,99.83,99.45,99.15,98.47,16100,10562.5,8650,1200,2.3,2.1,2,1.7,22.4,0,0,0,0,3.8,0,9,0,06:53:00,19:44:00,12.85,6.88,19.73,5,5,-1,-1,-7,-6,,4,3,2,0,,,,,,,,
2016-04-02,4.5,1.33,0.85,-2.8,,-7,94,68.7,67,40,1.5,-4.2,-3.8,-9,30,16.17,17,4,52,31,100.39,99.93,100.01,99.64,98.69,98.23,98.32,97.95,16100,15495.8,11250,6400,2.3,2.1,1.9,1.5,17.1,0,0,0,0,0,0,0,0,06:55:00,19:43:00,12.8,6.92,19.72,3,4,3,3,-7,-7,,4,3,2,0,,,,,,,,
2016-04-01,10.3,7.43,3.85,-2.6,,-3,95,76.2,72.5,50,10.7,3.3,4,-2.7,30,15.29,17,4,50,24,100.62,100.05,100.08,99.53,98.92,98.38,98.39,97.87,16100,16100,16100,16100,2.6,2.1,2.1,1.7,14.2,0,0,0,0,0,0.6,0,0,06:56:00,19:42:00,12.77,6.93,19.7,3,4,9,12,0,0,,4,3,2,0,,,,,,,,
2016-03-31,13.1,9.07,9.44,5.8,,,96,89.2,77,58,12.3,7.3,5.7,-0.9,24,13.88,12,0,43,22,100.72,100.1,100.11,99.5,99.03,98.42,98.43,97.84,16100,12358.3,10450,4800,3.2,2.9,2.9,2.6,8.6,0,4.4,2.4,0,27.7,24,0,0,06:58:00,19:41:00,12.72,6.97,19.68,,,13,13,8,10,,4,4,4,4,,,,,,,,
2016-03-30,9.2,3.18,1.74,-5.7,,-7,84,55.1,59,34,-1.7,-5.8,-5.5,-9.4,21,8.83,10.5,0,35,36,102.52,101.83,101.64,100.76,100.77,100.1,99.91,99.06,16100,16100,16100,16100,3.5,2.9,2.8,2.1,16.3,0,0,0,0,0,9.6,0,0,07:00:00,19:39:00,12.65,7,19.65,5,5,11,11,7,8,,4,2,2,0,,,,,,,,
2016-03-29,6.8,1.6,1.29,-4.2,,-8,67,44.2,46,25,-3.4,-10,-8.6,-13.8,30,18.08,17.5,5,52,34,102.52,102.23,102.03,101.55,100.77,100.49,100.3,99.83,16100,16100,16100,16100,2.7,2.4,2.4,2.1,16.7,0,0,0,0,0,0,0,0,07:02:00,19:38:00,12.6,7.03,19.63,4,4,7,7,-3,-3,,0,0,0,0,,,,,,,,
2016-03-28,8.7,5.83,4.8,0.9,,,95,85.2,83.5,72,7.4,3.5,2.7,-2,46,24.92,25.5,5,72,32,101.46,100.27,100.51,99.56,99.74,98.59,98.81,97.89,16100,12741.7,9250,2400,2.6,2.3,2.4,2.1,13.2,0,0,0,0,7.8,2.2,0,0,07:04:00,19:37:00,12.55,7.07,19.62,3,3,7,8,-4,-4,,4,3.4,2,0,,,,,,,,
2016-03-27,13.7,5.1,4.5,-4.7,,-7,93,70.5,67.5,42,4.7,-0.4,-0.2,-5.1,18,10.46,11,4,,,102.58,101.94,101.72,100.85,100.83,100.21,100,99.16,16100,15295.8,11250,6400,3.5,2.5,2.5,1.5,13.5,0,0,0,0,0,9,0,0,07:05:00,19:36:00,12.52,7.08,19.6,5,5,11,11,7,7,,4,0.6,2,0,,,,,,,,
2016-03-26,5.8,-1.69,-1.55,-8.9,,-11,94,82,78.5,63,-0.7,-4.5,-4.8,-8.9,17,6.29,8.5,0,,,102.9,102.67,102.7,102.5,101.14,100.91,100.94,100.74,16100,16033.3,15300,14500,2.8,2.4,2.4,1.9,19.6,0,0,0,0,0,0,0,0,07:07:00,19:35:00,12.47,7.12,19.58,4,5,7,7,-1,0,,3,0.5,1.5,0,,,,,,,,
2016-03-25,0.7,-1.46,-3.4,-7.5,,-9,97,86.4,87,77,0.2,-3.5,-3.2,-6.7,30,13.79,15,0,50,28,102.44,101.16,101.17,99.89,100.68,99.43,99.43,98.18,16100,12962.5,8350,600,2.5,2.2,2.2,2,21.4,0,0,0,0,0,0,0,0,07:09:00,19:33:00,12.4,7.15,19.55,4,4,5,5,-6,-1,,4,3.3,2,0,,,,,,,,
2016-03-24,-0.3,-1.6,-1.54,-2.8,,-9,93,89.1,89,85,-2,-3.2,-3.2,-4.5,24,18.04,14,4,43,8,102.14,101.11,101.1,100.06,100.4,99.39,99.38,98.35,16100,12495.8,9050,2000,2.4,2.3,2.2,2.1,19.5,0,0,0,0,7.6,3.6,0,1,07:11:00,19:32:00,12.35,7.18,19.53,,,0,2,-2,2,,4,4,4,4,,,,,,,,
2016-03-23,4.7,2.34,1.55,-1.6,,-6,94,82,76.5,59,1.9,-0.6,-0.6,-3.2,18,11.54,9,0,37,7,102.19,101.64,101.54,100.89,100.45,99.92,99.81,99.18,16100,11441.7,9250,2400,2.6,2.3,2.3,2,16.4,0,0,0,0,2.8,0,0.6,0,07:13:00,19:31:00,12.3,7.22,19.52,,,3,3,-2,-2,,4,3.9,3,2,,,,,,,,
2016-03-22,4.4,-0.57,-1.75,-7.9,,-12,93,78.9,74,55,0.9,-3.9,-4.2,-9.4,15,6.62,7.5,0,,,101.82,101.45,101.38,100.93,100.08,99.72,99.65,99.22,16100,15100,12100,8100,4.9,2.8,3.4,1.8,19.8,0,0,0,0,1,1.6,0,0,07:14:00,19:30:00,12.27,7.23,19.5,,,5,5,2,2,,4,2.8,2,0,,,,,,,,
2016-03-21,3.9,-1.08,-1.55,-7,,-11,87,57.9,59,31,-4,-8.9,-8.8,-13.6,37,17.5,18.5,0,54,31,101.78,101.48,101.54,101.3,100.04,99.75,99.81,99.57,16100,16100,16100,16100,2.3,2.1,2,1.7,19.6,0,0,0,0,0,0,0,0,07:16:00,19:28:00,12.2,7.27,19.47,4,4,4,4,-5,-5,,4,1.7,2,0,,,,,,,,
2016-03-20,2.2,-2.37,-2.19,-6.6,,-10,86,54.1,61.5,37,-8.1,-10.9,-10.9,-13.7,18,8.08,9,0,32,18,102.42,102.05,101.99,101.57,100.66,100.3,100.25,99.83,16100,16100,16100,16100,2.5,2.2,2.2,2,20.2,0,0,0,0,0,0,0,0,07:18:00,19:27:00,12.15,7.3,19.45,4,4,3,3,-6,-4,,4,0.6,2,0,,,,,,,,
2016-03-19,1.1,-3.05,-3.3,-7.7,,-9,77,53.2,53,29,-7.9,-11.7,-12.3,-16.8,15,8.08,7.5,0,,,102.48,102.37,102.29,102.1,100.72,100.62,100.54,100.36,16100,16100,16100,16100,2.4,2.1,2.2,2,21.3,0,0,0,0,0,0,0,0,07:20:00,19:26:00,12.1,7.33,19.43,4,4,2,3,-9,-9,,0,0,0,0,,,,,,,,
2016-03-18,5.1,1.91,0.64,-3.8,,-8,91,67.5,62,33,1.3,-4.1,-5.2,-11.8,30,15.92,17.5,5,41,34,102.04,101.35,101.48,100.91,100.3,99.63,99.76,99.21,16100,16100,16100,16100,2.2,1.8,1.7,1.2,17.4,0,0,0,0,0,0,0,0,07:22:00,19:25:00,12.05,7.37,19.42,3,3,5,5,-11,-10,,4,2.1,2,0,,,,,,,,
2016-03-17,9.2,3.55,3.3,-2.6,,-4,97,84.8,73.5,50,3.1,1,0.2,-2.7,26,9.21,13,0,48,28,100.94,100.71,100.75,100.56,99.24,99,99.05,98.86,16100,12895.8,8450,800,2.5,2.1,2.1,1.7,14.7,0,0,0,0,2.3,3.1,0,0,07:24:00,19:24:00,12,7.4,19.4,3,3,11,11,1,1,,4,2.4,2,0,,,,,,,,
2016-03-16,10.5,6.5,4.9,-0.7,,,94,88.9,86.5,79,7.6,4.8,4.7,1.8,41,15.88,20.5,0,76,9,101.23,100.73,100.74,100.25,99.53,99.04,99.04,98.56,16100,15362.5,10450,4800,2.5,1.8,1.9,1.3,13.1,0,0,0,0,4.9,3.4,0,0,07:25:00,19:22:00,11.95,7.42,19.37,,,12,12,4,4,,4,3.4,2,0,,,,,,,,
2016-03-15,9,6.71,7.25,5.5,,,95,88.7,88,81,6.5,5,5.2,3.8,21,10.67,10.5,0,35,34,101.27,100.97,100.98,100.7,99.57,99.27,99.29,99.01,16100,14287.5,10450,4800,2.5,2,2,1.6,10.8,0,2.2,0.2,0,4.8,4.2,0,0,07:27:00,19:21:00,11.9,7.45,19.35,3,3,10,10,4,4,,4,4,4,4,,,,,,,,
2016-03-14,7.4,6.13,5.75,4.1,,,95,89.2,74.5,54,6.1,4.4,1.6,-2.9,32,20.96,21.5,11,52,10,101.39,100.96,101.06,100.74,99.68,99.26,99.36,99.04,16100,12691.7,9650,3200,2.5,2.2,2.2,2,12.2,0,0.8,0,0,9.3,3.2,0,0,07:29:00,19:20:00,11.85,7.48,19.33,,,10,10,5,6,,4,4,4,4,,,,,,,,
2016-03-13,10,6.04,4.65,-0.7,,-3,91,52.6,56,21,1.3,-4.2,-5.2,-11.7,28,14.91,14,0,48,9,102.13,101.87,101.81,101.48,100.41,100.15,100.09,99.77,16100,16100,16100,16100,2.5,2.2,2.2,1.9,13.3,0,0,0,0,0,9.8,0,0,07:31:00,19:19:00,11.8,7.52,19.32,3,3,7,7,3,3,,4,2.2,2,0,,,,,,,,
2016-03-12,11.7,2.81,3.45,-4.8,,-8,97,80.1,71,45,2.7,-0.7,-1.2,-5.2,17,6,8.5,0,,,102.75,102.09,102.19,101.63,101.01,100.36,100.46,99.91,16100,10229.2,8150,200,2.8,2.4,2.5,2.1,14.6,0,0,0,0,0,,,,06:33:00,18:17:00,11.73,6.55,18.28,4,4,17,17,0,2,,3,0.6,1.5,0,,,,,,,,
2016-03-11,8.9,2.83,2.65,-3.6,,,93,75.7,68.5,44,0,-1.3,-1.5,-3,35,14,17.5,0,54,32,102.94,102.61,102.41,101.88,101.19,100.87,100.68,100.16,16100,15900,13700,11300,2.9,2,2.1,1.4,15.3,0,0,0,0,0,0,0,0,06:34:00,18:16:00,11.7,6.57,18.27,3,4,8,11,0,2,,4,1.7,2,0,,,,,,,,
2016-03-10,11.6,7.9,6.75,1.9,,,96,91.1,91.5,87,9.7,6.6,5,0.3,26,10.67,13,0,43,32,101.84,101.48,101.57,101.31,100.13,99.78,99.87,99.61,16100,12558.3,8850,1600,3,1.9,2.1,1.3,11.2,0,1.8,0,0,5.4,8.4,0,0,06:36:00,18:15:00,11.65,6.6,18.25,,,12,12,1,1,,4,4,3.5,3,,,,,,,,
2016-03-09,15.4,9.55,8.15,0.9,,,92,75.3,73.5,55,9.2,5.2,4.7,0.1,24,9.17,12,0,46,21,101.45,101.35,101.29,101.13,99.74,99.65,99.59,99.44,16100,15766.7,12900,9700,3.9,3.2,3.1,2.3,9.8,0,3.1,1.1,0,0,0.6,0,0,06:38:00,18:14:00,11.6,6.63,18.23,3,3,16,17,7,8,,4,3.2,2,0,,,,,,,,
2016-03-08,11.2,5.64,6.8,2.4,,,86,76.6,73.5,61,3.3,1.7,2,0.6,21,9.42,10.5,0,,,101.93,101.72,101.64,101.35,100.21,100,99.92,99.64,16100,14966.2,13700,11300,3.3,3,3.1,2.9,11.2,0,1.8,0,0,0,0,0,0,06:40:00,18:12:00,11.53,6.67,18.2,3,3,11,14,7,10,,4,3,2,0,,,,,,,,
2016-03-07,9.6,5.14,5.2,0.8,,,84,73.5,71.5,59,2.5,0.7,0.2,-2,21,9.29,10.5,0,35,20,101.79,101.58,101.61,101.42,100.07,99.86,99.88,99.7,16100,16100,16100,16100,3.4,3,3,2.6,12.8,0,0.2,0,0,0,0,0,0,06:41:00,18:11:00,11.5,6.68,18.18,3,3,10,11,3,3,,4,4,3.5,3,,,,,,,,
2016-03-06,1.8,-2.12,-4.05,-9.9,,-13,88,72,70,52,-2.3,-6.8,-6.7,-11.1,21,11.92,10.5,0,32,20,102.73,102.41,102.23,101.73,100.97,100.65,100.49,100,16100,16100,16100,16100,3.3,2.9,2.8,2.2,22.1,0,0,0,0,0,0,0,0,06:43:00,18:10:00,11.45,6.72,18.17,3,3,4,4,-1,-1,,3,0.8,1.5,0,,,,,,,,
2016-03-05,0.6,-2.64,-3.45,-7.5,,-9,88,68.7,66.5,45,-4.9,-8,-7.8,-10.8,15,7.12,7.5,0,,,102.45,102.31,102.32,102.2,100.69,100.56,100.57,100.45,16100,15025,10450,4800,3.3,2.9,3,2.6,21.4,0,0,0,0,0,0,0,0,06:45:00,18:09:00,11.4,6.75,18.15,,,0,0,-10,-10,,4,3,2,0,,,,,,,,
2016-03-04,-0.3,-3.73,-3.3,-6.3,,-11,80,62,62.5,45,-8.4,-10.3,-10.6,-12.8,15,9.25,7.5,0,,,102.35,102.24,102.21,102.07,100.59,100.48,100.45,100.31,16100,16100,16100,16100,3.7,2.6,2.9,2.1,21.3,0,0,0,0,0,0,0,2,06:47:00,18:07:00,11.33,6.78,18.12,3,3,-1,-1,-11,-11,,4,3,2,0,,,,,,,,
2016-03-03,-5.8,-9.55,-11.2,-16.6,,-20,85,70.7,68.5,52,-9.2,-14.1,-14.1,-18.9,21,10.71,10.5,0,,,102.69,102.47,102.46,102.23,100.9,100.69,100.68,100.46,16100,16100,16100,16100,2.9,2.4,2.5,2.1,29.2,0,0,0,0,0,0,0,3,06:48:00,18:06:00,11.3,6.8,18.1,,,-3,-3,-11,-9,,4,3,2,0,,,,,,,,
2016-03-02,-5.7,-9.44,-9.55,-13.4,,-22,82,66.5,64.5,47,-12.4,-14.8,-14.7,-16.9,35,22.25,19.5,4,48,31,102.42,101.41,101.2,99.99,100.64,99.65,99.44,98.25,16100,13033.3,8850,1600,2.1,2,2,1.9,27.6,0,0,0,0,0.3,0,0,3,06:50:00,18:05:00,11.25,6.83,18.08,3,3,-5,-5,-18,-17,,4,1.9,2,0,,,,,,,,
2016-03-01,-7.8,-9.12,-9.44,-11.1,,-18,83,67.1,67,51,-11.4,-14.3,-15.1,-18.7,24,15.79,16.5,9,41,34,102.35,101.52,101.11,99.87,100.58,99.76,99.36,98.13,16100,12354.2,8850,1600,2.2,2,2,1.9,27.4,0,0,0,0,2.1,,,,06:52:00,18:03:00,11.18,6.87,18.05,,,-5,-4,-9,-9,,4,3,2,0,,,,,,,,
2016-02-29,8.1,-0.33,-0.1,-8.3,,-15,90,69.5,70,50,6.1,-5.4,-4,-14,48,27.79,26,4,72,30,102.03,100.48,100.62,99.22,100.28,98.78,98.92,97.56,16100,16100,16100,16100,2.7,2.3,2.4,2,18.1,0,0,0,0,0.8,,,,06:53:00,18:02:00,11.15,6.88,18.03,,,5,5,-10,-9,,4,3.7,3,2,,,,,,,,
2016-02-28,11,5.42,5.25,-0.5,,-2,90,71.5,72.5,55,2.3,0.4,0.4,-1.6,34,12.71,17,0,48,21,100.79,100.25,100.12,99.46,99.08,98.56,98.43,97.78,16100,15966.7,14500,12900,3.5,2.9,3,2.6,12.8,0,0.2,0,0,0,0,0,0,06:55:00,18:01:00,11.1,6.92,18.02,3,4,9,10,-3,-3,,4,2.3,2,0,,,,,,,,
2016-02-27,4.7,-0.05,-2.7,-10.1,,-13,87,65.9,69.5,52,-1.3,-5.8,-6.5,-11.7,39,20.71,19.5,0,63,20,101.88,101.15,101.28,100.69,100.12,99.41,99.55,98.97,16100,16100,16100,16100,2.9,2.6,2.5,2.1,20.7,0,0,0,0,0,0,0,0,06:57:00,18:00:00,11.05,6.95,18,,,4,4,1,1,,4,2.7,2,0,,,,,,,,
2016-02-26,-4,-7.9,-8.19,-12.4,,-22,81,61,62,43,-11.4,-14.3,-14.5,-17.6,37,21.54,18.5,0,57,32,102.03,101.74,101.5,100.97,100.26,99.98,99.75,99.23,16100,16100,16100,16100,2.5,2.2,2.2,2,26.2,0,0,0,0,0,,,,06:58:00,17:58:00,11,6.97,17.97,3,3,-3,-3,-10,-9,,4,0.5,2,0,,,,,,,,
2016-02-25,1.3,-1.15,-3.5,-8.3,,-16,95,80.6,77.5,60,0.6,-4.2,-6.5,-13.5,41,24.54,25,9,59,32,100.84,99.54,99.81,98.79,99.11,97.84,98.11,97.11,16100,12708.3,9450,2800,2.1,1.8,1.8,1.6,21.5,0,0,0,0,0.8,,,,07:00:00,17:57:00,10.95,7,17.95,,,-1,0,-13,-12,,4,3.4,2,0,,,,,,,,
2016-02-24,2.4,0.43,0.5,-1.4,,-7,94,87.8,76.5,59,0.8,-1.4,-3.5,-7.7,34,20.21,21,8,50,6,102.07,100.51,100.44,98.8,100.33,98.8,98.73,97.12,16100,12645.8,8850,1600,2.2,1.9,2,1.8,17.5,0,0,0,0,17.8,22,0,0,07:02:00,17:56:00,10.9,7.03,17.93,,,1,3,1,3,,4,4,4,4,,,,,,,,
2016-02-23,1.7,-2.46,-2.54,-6.8,,-12,77,51.9,54.5,32,-7.9,-11.5,-12.6,-17.2,17,11.67,11,5,,,102.66,102.46,102.39,102.11,100.89,100.7,100.63,100.37,16100,16100,16100,16100,2.5,2.3,2.2,2,20.5,0,0,0,0,0,0,0,0,07:03:00,17:54:00,10.85,7.05,17.9,,,2,2,-2,-1,,4,1.9,2,0,,,,,,,,
2016-02-22,-0.1,-3.3,-3,-5.9,,-11,77,55.4,57,37,-9,-11.4,-11.8,-14.7,22,11.62,13,4,28,33,102.62,102.45,102.34,102.06,100.86,100.7,100.6,100.33,16100,16100,16100,16100,3,2.2,2.5,1.9,21,0,0,0,0,0,0,0,0,07:05:00,17:53:00,10.8,7.08,17.88,,,-1,0,-9,-8,,4,1.3,2,0,,,,,,,,
2016-02-21,6.1,2.23,2.29,-1.5,,-6,84,67.8,66,48,0.6,-3.3,-4.4,-9.4,26,13.92,17,8,39,35,102.06,101.63,101.63,101.2,100.33,99.91,99.92,99.5,16100,16033.3,15300,14500,2,1.5,1.6,1.3,15.7,0,0,0,0,0,0,0,0,07:06:00,17:52:00,10.77,7.1,17.87,,,6,6,-12,0,,4,3.4,2,0,,,,,,,,
2016-02-20,11.9,6.74,7.35,2.8,,,90,68.5,70,50,3.6,1.2,1.4,-0.7,32,21.54,21.5,11,56,25,101.2,100.51,100.58,99.96,99.5,98.81,98.88,98.27,16100,15900,13700,11300,2.6,2,2,1.3,10.7,0,2.4,0.4,0,0.3,0,0,0,07:08:00,17:50:00,10.7,7.13,17.83,,,9,9,-1,-1,,4,3.6,2,0,,,,,,,,
2016-02-19,6.8,-0.28,-1.14,-9.1,,-13,86,73.2,75,64,3,-4.6,-4.7,-12.3,28,17.12,16.5,5,44,22,103.22,101.62,101.56,99.9,101.43,99.87,99.82,98.21,16100,15900,13700,11300,3.3,2.8,3,2.6,19.1,0,0,0,0,1.8,0,0,10,07:10:00,17:49:00,10.65,7.17,17.82,,,4,6,4,6,,4,3.8,2.5,1,,,,,,,,
